,gammaTuple,power,harmonic,a1,b1,a2,b2,V1,I1,V2,I2,Gs,Gin,Pdel,Pin,Pout,Gain,PGain,Pdc1,Pdc2,PAE,drainEff,Load Gamma,r,jx
1573,"(59,)",3,2,(2.296e-10+5.4608e-10j),(-0.0015795+0.0038781j),(1.6279e-09+1.5194e-09j),(0.00053449+0.015738j),,,,,0,(5001430.573001024+4995290.9089529645j),-50.57137108097294,-187.55822461099666,-39.06630286955839,148.49192174143826,11.50506821141455,,,,,(9.994104582838738e-08-1.0004336703616631e-07j),9.994104582838738e-08,-1.0004336703616631e-07
1574,"(59,)",3,3,(-7.6022e-12-4.7776e-11j),(0.00020054-0.00027698j),(-5.5002e-11-1.5731e-10j),(0.00051212-0.0010614j),,,,,0,(5002885.558890627+4993572.852390286j),-72.33088402303238,-209.31751110581078,-61.5837876316986,147.7337234741122,10.74709639133378,,,,,(9.994061528556163e-08-1.0004106642174658e-07j),9.994061528556163e-08,-1.0004106642174658e-07
1575,"(59,)",4,1,(0.10012+8.9372e-09j),(-0.02545-0.036106j),(0.14843+0.12763j),(-0.045396+0.24045j),-0.3,5.6005e-09,3.0,0.037022,0,(-0.2541949982320978-0.3606272246125496j),-23.940128680721106,-22.999883137916065,-19.674594531202487,3.3252886067135776,4.265534149518622,-1.68015e-09,0.111066,5.191554173194278,9.704192784470491,(0.3999950814769717-0.6928183685536645j),0.3999950814769717,-0.6928183685536645
1576,"(59,)",4,2,(2.7632e-10+8.3916e-10j),(-0.0028151+0.0055762j),(2.2376e-09+2.4551e-09j),(-0.0010992+0.023465j),,,,,0,(4998391.2722172085+5000542.776513489j),-47.09756148642414,-184.08633580800196,-35.592369144804394,148.49396666319757,11.505192341619743,,,,,(9.994183736382703e-08-1.0004074441211671e-07j),9.994183736382703e-08,-1.0004074441211671e-07
1577,"(59,)",4,3,(5.1531e-11-5.3849e-11j),(0.00052663-1.1353e-05j),(1.4201e-10-2.1384e-10j),(0.0017795-0.00035829j),,,,,0,(4995198.052091244+4999581.221149626j),-68.5781701753683,-205.5633352042035,-57.83175634581709,147.7315788583864,10.746413829551216,,,,,(9.994668611900094e-08-1.0004501367261768e-07j),9.994668611900094e-08,-1.0004501367261768e-07
1578,"(59,)",5,1,(0.11233+9.5054e-09j),(-0.027463-0.044636j),(0.15625+0.13912j),(-0.052941+0.25609j),-0.3,1.5452e-08,3.0,0.037444,0,(-0.24448503318002482-0.3973648862821327j),-23.066494839633634,-22.000384778962676,-19.098054433584807,2.902330345377872,3.9684404060488268,-4.6356e-09,0.11233199999999999,5.340584953975671,10.956984955756148,(0.40001863742965665-0.69283215543037j),0.40001863742965665,-0.69283215543037
1579,"(59,)",5,2,(3.0521e-10+1.2445e-09j),(-0.0046957+0.0077431j),(2.9582e-09+3.8001e-09j),(-0.0042268+0.033791j),,,,,0,(4996008.597228396+4998418.468429151j),-43.87188624181954,-180.8567445990951,-32.36685267519264,148.48989192390246,11.505033566626901,,,,,(9.994456090236171e-08-1.0004574206214974e-07j),9.994456090236171e-08,-1.0004574206214974e-07
1580,"(59,)",5,3,(1.2985e-10-3.2954e-13j),(0.00065055+0.00064738j),(4.4002e-10-8.0086e-11j),(0.0025998+0.0018011j),,,,,0,(4997326.656912889+4998281.240096413j),-63.755548593104805,-200.7414329058641,-53.00903145915554,147.73240144670856,10.746517133949268,,,,,(9.994291431615538e-08-1.0004353526226149e-07j),9.994291431615538e-08,-1.0004353526226149e-07
1581,"(59,)",6,1,(0.12604+9.9706e-09j),(-0.029023-0.055409j),(0.16214+0.14983j),(-0.060856+0.26917j),-0.3,3.5687e-08,3.0,0.037962,0,(-0.23026820361170453-0.43961438990866275j),-22.228056203402886,-21.000132066600546,-18.6300161864659,2.37011588013464,3.5980400169369835,-1.07061e-08,0.11388600000000001,5.062716899355461,12.037271102681638,(0.40000226647581644-0.6928058027590455j),0.40000226647581644,-0.6928058027590455
1582,"(59,)",6,2,(2.9151e-10+1.7138e-09j),(-0.0071152+0.010029j),(3.6358e-09+5.4353e-09j),(-0.0090216+0.045354j),,,,,0,(5001027.6494150795+5002362.918707544j),-41.214583513756644,-178.20722814539886,-29.70946212055212,148.49776602484673,11.505121393204526,,,,,(9.994126597976596e-08-1.00044761766615e-07j),9.994126597976596e-08,-1.00044761766615e-07
1583,"(59,)",6,3,(2.1276e-10+1.3622e-10j),(0.00038224+0.0017451j),(8.045e-10+3.3274e-10j),(0.002356+0.0056878j),,,,,0,(4998893.409502256+5001648.523019379j),-57.97037674209557,-194.96054781893076,-47.22370104603837,147.73684677289236,10.746675696057196,,,,,(9.9941429913183e-08-1.0004535868429637e-07j),9.9941429913183e-08,-1.0004535868429637e-07
1584,"(59,)",7,1,(0.14142+1.0313e-08j),(-0.030128-0.068447j),(0.1665+0.15989j),(-0.069028+0.28017j),-0.3,7.3228e-08,3.0,0.038497,0,(-0.21303920938673043-0.48399800454622144j),-21.424586036745104,-20.00008329848044,-18.24299324336039,1.7570900551200515,3.181592793384712,-2.19684e-08,0.11549100000000001,4.317832205106841,12.976349492168213,(0.39999017328033404-0.6928312156233535j),0.39999017328033404,-0.6928312156233535
1585,"(59,)",7,2,(2.1998e-10+2.2081e-09j),(-0.00994+0.012151j),(4.155e-09+7.241e-09j),(-0.01546+0.056976j),,,,,0,(5004780.135100165+5000204.489886932j),-39.09300466531147,-176.08703412856937,-27.58792798033241,148.49910614823696,11.505076684979059,,,,,(9.994241443436191e-08-1.0004404884785235e-07j),9.994241443436191e-08,-1.0004404884785235e-07
1586,"(59,)",7,3,(2.8072e-10+3.4994e-10j),(-0.00034182+0.0031577j),(1.1682e-09+1.0156e-09j),(0.00075757+0.01092j),,,,,0,(5013620.163699087+4998695.354499651j),-52.97228787956988,-189.9726881146053,-42.224995484440456,147.74769263016483,10.747292395129426,,,,,(9.994420014135011e-08-1.0004443885521222e-07j),9.994420014135011e-08,-1.0004443885521222e-07
1587,"(59,)",8,1,(0.15868+1.055e-08j),(-0.03068-0.083849j),(0.16961+0.16917j),(-0.07713+0.28934j),-0.3,1.3759e-07,3.0,0.039052,0,(-0.1933451321829171-0.5284156664999299j),-20.65314105320361,-18.999856120597535,-17.920879735085368,1.078976385512167,2.7322613181182382,-4.1277e-08,0.11715600000000001,3.0306980009559434,13.776772636484685,(0.39998839591153557-0.6928219567866758j),0.39998839591153557,-0.6928219567866758
1588,"(59,)",8,2,(9.4694e-11+2.7039e-09j),(-0.013041+0.013987j),(4.48e-09+9.1301e-09j),(-0.023286+0.068043j),,,,,0,(4997859.852193499+4998064.773417513j),-37.37900463204114,-174.3651641305071,-25.87364119939517,148.49152293111194,11.505363432645964,,,,,(9.994380408454968e-08-1.0004396369814417e-07j),9.994380408454968e-08,-1.0004396369814417e-07
1589,"(59,)",8,3,(3.1519e-10+6.1847e-10j),(-0.0015184+0.0046648j),(1.4437e-09+1.9057e-09j),(-0.0023187+0.016747j),,,,,0,(4994199.3862955775+5000277.627963367j),-49.19627931210673,-186.18118243204773,-38.44909455833668,147.73208787371107,10.747184753770052,,,,,(9.994197014733984e-08-1.0004391510005595e-07j),9.994197014733984e-08,-1.0004391510005595e-07
1590,"(59,)",9,1,(0.17804+1.0717e-08j),(-0.030616-0.10172j),(0.17179+0.17764j),(-0.084936+0.29699j),-0.3,2.2534e-07,3.0,0.039571,0,(-0.17196139138939556-0.5713322745287002j),-19.91103082040268,-17.999948244430097,-17.65110707558984,0.34884116884025923,2.259923744812839,-6.7602e-08,0.11871300000000001,1.1166295586834916,14.467417425218795,(0.3999923963549531-0.6928305807495346j),0.3999923963549531,-0.6928305807495346
1591,"(59,)",9,2,(-8.439e-11+3.1764e-09j),(-0.016326+0.015464j),(4.5918e-09+1.1042e-08j),(-0.032293+0.078158j),,,,,0,(5001426.967927148+5006903.909512853j),-35.971597389554866,-172.9685318292149,-24.466321960395426,148.50220986881948,11.50527542915944,,,,,(9.994218806196189e-08-1.0004392485842695e-07j),9.994218806196189e-08,-1.0004392485842695e-07
1592,"(59,)",9,3,(2.9738e-10+9.1876e-10j),(-0.0031022+0.006088j),(1.5724e-09+2.9354e-09j),(-0.0068271+0.022537j),,,,,0,(5008690.785766819+4997697.402881422j),-46.31830410533583,-183.3135563292388,-35.571083455946095,147.7424728732927,10.747220649389742,,,,,(9.994159227762188e-08-1.0004487041924622e-07j),9.994159227762188e-08,-1.0004487041924622e-07
1593,"(60,)",1,1,(0.070879+5.9205e-09j),(-0.013719-0.025301j),(0.12765+0.067553j),(-0.040268+0.17598j),-0.3,2.0547e-10,3.0,0.036453,0,(-0.1935552436318835-0.35696043756339935j),-26.782482288363212,-25.999948323514047,-22.316378812413546,3.6835695111005036,4.4661034759496685,-6.164099999999999e-11,0.109359,3.0672872255598365,5.364232443145968,(0.2070472220721879-0.7727433659416005j),0.2070472220721879,-0.7727433659416005
1594,"(60,)",1,2,(1.9099e-10+2.7779e-10j),(-0.00043493+0.0023433j),(1.0821e-09+6.5999e-10j),(0.002106+0.0087118j),,,,,0,(4996970.422603304+5001264.915990514j),-55.46664915860856,-192.45481710252773,-43.96148469985423,148.49333240267347,11.505164458754336,,,,,(9.994440429045638e-08-1.000501715563143e-07j),9.994440429045638e-08,-1.000501715563143e-07
1595,"(60,)",1,3,(-6.0445e-11-1.7716e-12j),(-0.00029343-0.00031091j),(-2.0605e-10+3.0868e-11j),(-0.0011842-0.00087655j),,,,,0,(5000957.560959704+4997109.82852186j),-70.39134130039582,-207.37936318058257,-59.64436283122723,147.73500034935535,10.746978469168589,,,,,(9.994476835480821e-08-1.0004609584648465e-07j),9.994476835480821e-08,-1.0004609584648465e-07
1596,"(60,)",2,1,(0.079527+6.572e-09j),(-0.015086-0.028928j),(0.14168+0.074981j),(-0.044698+0.19532j),-0.3,1.2274e-09,3.0,0.037359,0,(-0.1896966110952172-0.36375066019482527j),-25.80033753517524,-25.000007959544874,-21.41088795275451,3.5891200067903584,4.389449582420729,-3.6821999999999994e-10,0.11207700000000001,3.626032599908967,6.4475498286892,(0.20704679866232648-0.7727553645638371j),0.20704679866232648,-0.7727553645638371
1597,"(60,)",2,2,(2.5169e-10+3.7005e-10j),(-0.00059221+0.0031091j),(1.4328e-09+8.8319e-10j),(0.0027423+0.011582j),,,,,0,(5000223.816719414+5001260.187623589j),-53.00282979083542,-189.99381877498843,-41.49773765553928,148.49608111944914,11.505092135296133,,,,,(9.994339162112659e-08-1.0004534943510487e-07j),9.994339162112659e-08,-1.0004534943510487e-07
1598,"(60,)",2,3,(-8.285e-11-4.162e-12j),(-0.0003939-0.00043513j),(-2.837e-10+3.6492e-11j),(-0.0016005-0.001237j),,,,,0,(5005580.563592184+5000564.558772834j),-67.63846660611372,-204.63350368696337,-56.89118861405233,147.74231507291103,10.747277992061381,,,,,(9.9937513827301e-08-1.0004042774406207e-07j),9.9937513827301e-08,-1.0004042774406207e-07
1599,"(60,)",3,1,(0.089231+7.2309e-09j),(-0.016501-0.033412j),(0.15624+0.083019j),(-0.049689+0.21551j),-0.3,5.0586e-09,3.0,0.038466,0,(-0.18492455209026004-0.3744438442114182j),-24.832315699465774,-23.99998475475951,-20.552591755588132,3.44739299917138,4.279723943877644,-1.5175799999999998e-09,0.115398,4.1804422515987945,7.63031632263991,(0.2070594736560182-0.7727185661291534j),0.2070594736560182,-0.7727185661291534
1600,"(60,)",3,2,(3.3576e-10+5.0927e-10j),(-0.0008648+0.0042277j),(1.937e-09+1.2305e-09j),(0.0035245+0.01584j),,,,,0,(5005971.604335443+4998537.172564001j),-50.31019384685376,-187.30381167966956,-38.805334493837464,148.4984771858321,11.504859353016297,,,,,(9.994420061016729e-08-1.0004713793872885e-07j),9.994420061016729e-08,-1.0004713793872885e-07
1601,"(60,)",3,3,(-1.0893e-10-8.9287e-12j),(-0.00050009-0.00058929j),(-3.7494e-10+3.6076e-11j),(-0.0020543-0.0016955j),,,,,0,(5000758.815445717+4999905.6712065535j),-65.24799155774606,-202.23826877930998,-54.50085630545763,147.73741247385234,10.747135252288434,,,,,(9.994157890509474e-08-1.0004719224728042e-07j),9.994157890509474e-08,-1.0004719224728042e-07
1602,"(60,)",4,1,(0.10012+7.8745e-09j),(-0.017899-0.039216j),(0.1704+0.091572j),(-0.055437+0.23536j),-0.3,1.3389e-08,3.0,0.039794,0,(-0.17877550024333377-0.3916899579727559j),-23.890341531400395,-22.999883137916072,-19.778604422924335,3.2212787149917386,4.111737108476059,-4.0167e-09,0.11938200000000002,4.616267521485625,8.814561401635086,(0.20705353174616128-0.7727669384747279j),0.20705353174616128,-0.7727669384747279
1603,"(60,)",4,2,(4.5302e-10+7.2777e-10j),(-0.0013724+0.0059041j),(2.6739e-09+1.8003e-09j),(0.0043568+0.022374j),,,,,0,(5000980.767112195+4998755.523197118j),-47.3586863814908,-184.34815758156506,-35.853795909833515,148.49436167173155,11.504890471657285,,,,,(9.994572802029211e-08-1.000472178493426e-07j),9.994572802029211e-08,-1.000472178493426e-07
1604,"(60,)",4,3,(-1.3219e-10-1.2626e-11j),(-0.00059855-0.00072498j),(-4.5663e-10+3.7713e-11j),(-0.0024708-0.002096j),,,,,0,(5006116.846630559+5006224.137184677j),-63.54647447929197,-200.54688715663215,-52.79920587655208,147.7476812800801,10.747268602739904,,,,,(9.994171232623986e-08-1.0004485552687338e-07j),9.994171232623986e-08,-1.0004485552687338e-07
1605,"(60,)",5,1,(0.11233+8.485e-09j),(-0.019235-0.046822j),(0.18318+0.10061j),(-0.062218+0.25372j),-0.3,2.7209e-08,3.0,0.041256,0,(-0.1712365666942368-0.41682541215220986j),-22.986157875405034,-22.000384778962683,-19.10666672329984,2.8937180556628483,3.8794911521051962,-8.162699999999999e-09,0.123768,4.827420869691644,9.92487291707064,(0.20704363621237434-0.7727488607829951j),0.20704363621237434,-0.7727488607829951
1606,"(60,)",5,2,(5.865e-10+1.0483e-09j),(-0.0023095+0.0081757j),(3.6251e-09+2.6962e-09j),(0.0046284+0.031611j),,,,,0,(5001031.841692367+5001054.254652841j),-44.42638023860752,-181.4178920532824,-32.921414937867645,148.49647711541476,11.504965300739872,,,,,(9.994146072445861e-08-1.0004526725452896e-07j),9.994146072445861e-08,-1.0004526725452896e-07
1607,"(60,)",5,3,(-1.277e-10-2.2587e-12j),(-0.000627-0.0006497j),(-4.3444e-10+7.005e-11j),(-0.0025217-0.0018234j),,,,,0,(4998370.487976441+4999296.637265526j),-63.897450001265064,-200.88512353623244,-53.14986047725816,147.7352630589743,10.747589524006916,,,,,(9.99403468185434e-08-1.0004410849384623e-07j),9.99403468185434e-08,-1.0004410849384623e-07
1608,"(60,)",6,1,(0.12604+9.0275e-09j),(-0.02047-0.056507j),(0.19427+0.11012j),(-0.070107+0.27019j),-0.3,4.7939e-08,3.0,0.04267,0,(-0.1624087912350223-0.44832591664435606j),-22.120431813996213,-21.000132066600546,-18.530912427661637,2.4692196389389114,3.589519386334576,-1.43817e-08,0.12801,4.7513079638309135,10.95632382196703,(0.20706015336329453-0.7727390583361358j),0.20706015336329453,-0.7727390583361358
1609,"(60,)",6,2,(6.8968e-10+1.4646e-09j),(-0.0038737+0.010773j),(4.6192e-09+3.9654e-09j),(0.0032474+0.042927j),,,,,0,(5001131.017975966+4999918.0940035945j),-41.83549623658833,-178.82610754311833,-30.33090612089491,148.49520142222343,11.504590115693416,,,,,(9.994378718105153e-08-1.0004525230060925e-07j),9.994378718105153e-08,-1.0004525230060925e-07
1610,"(60,)",6,3,(-7.0652e-11+4.746e-11j),(-0.00059041-0.00011635j),(-2.1089e-10+2.0385e-10j),(-0.0020738-3.6275e-05j),,,,,0,(4995981.975378317+5002820.932902888j),-67.42175936137576,-204.41042159357906,-56.6736339393328,147.73678765424626,10.748125422042962,,,,,(9.994253591864297e-08-1.0004600997707049e-07j),9.994253591864297e-08,-1.0004600997707049e-07
1611,"(60,)",7,1,(0.14142+9.4429e-09j),(-0.021456-0.068473j),(0.20358+0.11976j),(-0.078735+0.28455j),-0.3,7.8879e-08,3.0,0.043991,0,(-0.15171831828652865-0.4841818594777196j),-21.292829322289602,-20.000083298480448,-18.04368355040764,1.9563997480728066,3.2491457718819614,-2.36637e-08,0.131973,4.31187149075944,11.889033637562227,(0.20705828792211542-0.7727384793517755j),0.20705828792211542,-0.7727384793517755
1612,"(60,)",7,2,(7.2996e-10+1.9429e-09j),(-0.0060512+0.013377j),(5.5011e-09+5.5409e-09j),(-0.00022728+0.055213j),,,,,0,(5008015.709978782+4996063.177547023j),-39.67459502924032,-176.66784342633645,-28.16939946267503,148.4984439636614,11.50519556656529,,,,,(9.994315916296373e-08-1.0004555233757556e-07j),9.994315916296373e-08,-1.0004555233757556e-07
1613,"(60,)",7,3,(2.2875e-11+1.6744e-10j),(-0.00072293+0.00095068j),(1.7912e-10+5.5382e-10j),(-0.0018755+0.003664j),,,,,0,(4994668.63545787+4999898.7400627015j),-61.46782500866675,-198.45280624140457,-50.72055160829009,147.7322546331145,10.74727340037667,,,,,(9.994199728388478e-08-1.0004399997432476e-07j),9.994199728388478e-08,-1.0004399997432476e-07
1614,"(60,)",8,1,(0.15868+9.7979e-09j),(-0.022029-0.082863j),(0.21127+0.12916j),(-0.087596+0.29688j),-0.3,1.318e-07,3.0,0.045196,0,(-0.13882660143989203-0.5222019072333681j),-20.49932515408068,-18.99985612059754,-17.632930452027868,1.3669256685696716,2.86639470205281,-3.954e-08,0.135588,3.4347186756939756,12.719958667433692,(0.207060323072901-0.7727285639311974j),0.207060323072901,-0.7727285639311974
1615,"(60,)",8,2,(7.0438e-10+2.451e-09j),(-0.0087322+0.015784j),(6.1893e-09+7.3292e-09j),(-0.005734+0.067594j),,,,,0,(5002773.260133632+5000429.79558259j),-37.886311687886945,-174.87879366297472,-26.38099651919291,148.49779714378178,11.50531516869403,,,,,(9.994300946857376e-08-1.0004398639365627e-07j),9.994300946857376e-08,-1.0004398639365627e-07
1616,"(60,)",8,3,(1.1127e-10+3.6096e-10j),(-0.0012497+0.0023596j),(5.9621e-10+1.1567e-09j),(-0.002807+0.0087636j),,,,,0,(4995103.6647337405+5001953.636898613j),-54.47973221866127,-191.46687792954654,-43.732494850131054,147.7343830794155,10.747237368530214,,,,,(9.994451169503487e-08-1.0004498657263715e-07j),9.994451169503487e-08,-1.0004498657263715e-07
1617,"(60,)",9,1,(0.17804+1.0043e-08j),(-0.022067-0.099884j),(0.21739+0.13809j),(-0.096398+0.30715j),-0.3,2.1125e-07,3.0,0.046245,0,(-0.12394408916155777-0.5610199885151063j),-19.73988454281319,-17.9999482444301,-17.29246225950221,0.7074859849278902,2.4474222833109804,-6.3375e-08,0.138735,2.021189715644887,13.445214511118309,(0.20705989384782586-0.7727499907118435j),0.20705989384782586,-0.7727499907118435
1618,"(60,)",9,2,(6.1152e-10+2.9565e-09j),(-0.011727+0.017856j),(6.6516e-09+9.2098e-09j),(-0.012832+0.079306j),,,,,0,(5005016.447140118+5001747.897092889j),-36.417231236672706,-173.41280519185145,-24.9119418041469,148.50086338770453,11.505289432525812,,,,,(9.994249883127812e-08-1.0004365552420954e-07j),9.994249883127812e-08,-1.0004365552420954e-07
1619,"(60,)",9,3,(1.622e-10+6.1176e-10j),(-0.0022457+0.003871j),(9.2378e-10+1.9758e-09j),(-0.0052677+0.014496j),,,,,0,(5002683.079473455+4997278.664003196j),-49.993965440453294,-186.98363352303997,-39.24667174318718,147.73696177985278,10.747293697266118,,,,,(9.99442286633075e-08-1.000452685795878e-07j),9.99442286633075e-08,-1.000452685795878e-07
1620,"(61,)",1,1,(0.070879+5.081e-09j),(-0.0093627-0.029391j),(0.13666+0.041247j),(-0.051558+0.17083j),-0.3,7.6934e-10,3.0,0.037203,0,(-0.13209416197900523-0.41466441864063497j),-26.91185793978939,-25.999948323514058,-22.416996654164457,3.5829516693496033,4.4948612856249355,-2.3080199999999999e-10,0.111609,2.885077822577022,5.135717395102547,(9.695954043834764e-06-0.7999795112333816j),9.695954043834764e-06,-0.7999795112333816
1621,"(61,)",1,2,(2.5519e-10+3.0322e-10j),(-0.00024171+0.0027909j),(1.341e-09+6.4874e-10j),(0.0034567+0.0099514j),,,,,0,(4995245.263381916+5001143.192277658j),-54.06296096020431,-191.0495250012198,-42.55788652936246,148.4916384718573,11.505074430841841,,,,,(9.994045953872455e-08-1.0003977465607762e-07j),9.994045953872455e-08,-1.0003977465607762e-07
1622,"(61,)",1,3,(-8.393e-11+1.3204e-11j),(-0.00048614-0.0003535j),(-2.7671e-10+9.611e-11j),(-0.0018638-0.00090403j),,,,,0,(5005702.445637935+4999348.207937607j),-67.431688261157,-204.42577589075125,-56.68469388011041,147.74108201064084,10.746994381046589,,,,,(9.994027216155336e-08-1.0004238879826649e-07j),9.994027216155336e-08,-1.0004238879826649e-07
1623,"(61,)",2,1,(0.079527+5.6183e-09j),(-0.010136-0.033516j),(0.15147+0.04546j),(-0.056825+0.18934j),-0.3,3.6481e-09,3.0,0.038388,0,(-0.12745359900142428-0.4214417654875381j),-25.935890220609945,-25.00000795954488,-21.52768503177635,3.4723229277685275,4.408205188833595,-1.09443e-09,0.11516399999999999,3.3623354503143217,6.108221199767289,(2.90823268977532e-06-0.7999903098147384j),2.90823268977532e-06,-0.7999903098147384
1624,"(61,)",2,2,(3.3812e-10+3.9454e-10j),(-0.00028721+0.0036587j),(1.7637e-09+8.3574e-10j),(0.0046333+0.013j),,,,,0,(4986878.33892532+5001706.554360595j),-51.717083378267965,-188.69687229346553,-40.212091851431936,148.48478044203358,11.504991526836024,,,,,(9.994552519093962e-08-1.0004787677944767e-07j),9.994552519093962e-08,-1.0004787677944767e-07
1625,"(61,)",2,3,(-1.2128e-10+2.1341e-11j),(-0.0007127-0.00049977j),(-3.9828e-10+1.4605e-10j),(-0.0027212-0.0012627j),,,,,0,(4996655.364705688+5000029.865915106j),-64.21526206999745,-201.20208295883248,-53.468193004258076,147.7338899545744,10.74706906573937,,,,,(9.993867639679868e-08-1.0004504141049452e-07j),9.993867639679868e-08,-1.0004504141049452e-07
1626,"(61,)",3,1,(0.089231+6.1638e-09j),(-0.010836-0.038465j),(0.167+0.049855j),(-0.062319+0.20875j),-0.3,1.068e-08,3.0,0.039941,0,(-0.12143764674880403-0.4310721526317381j),-24.972181981008006,-23.99998475475952,-20.68397238568281,3.3160123690767063,4.288209595325194,-3.204e-09,0.11982299999999999,3.8070853988799946,7.129557445565539,(-8.796840758766606e-07-0.7999997373842782j),-8.796840758766606e-07,-0.7999997373842782
